"id","codigo","nombre","categoria","unidad_medida","imagen","promo","created_at","updated_at"
332,"78068315",Chicle Bigtime Sabor strong 11g,6,1,,,,
333,"78600010",tic tac menta,1,1,,,,
334,"040000514251",barra de chocolate snickers 53g,6,1,,,,
335,"7613034276490",Chocolate Trencito Nestlé 24 g,6,1,,,,
336,"7802230975324",Chocolate Prestigio  35g,6,1,,,,
337,"7798040462157",Push Pop display sabor surtidos,6,1,,,,
338,"5011053003325",Push Pop display sabor frambuesa,6,1,,,,
339,"5011053003325",Push Pop display sabor naranja,6,1,,,,
340,"5011053003325",Push Pop display sabor frutos del bosque,6,1,,,,
341,"041333016634",duracell 1 pila doble A,10,1,,,,
342,"7592396002070",jugos natulac sabor pera 1lt,5,1,,,,
343,"742832751988",energetica score gorilla,5,1,,,,
344,"7794640170904",eno antiacido sabor limón,1,1,,,,
345,"7804620833467",omeprazol 20g,1,1,,"10",,
346,"7800004399536",tapsin caliente dia 5g,1,1,,,,
347,"7800004399567",tapsin caliente noche 5g,1,1,,,,
348,"7800007771278",ibuprofeno 400mg,1,1,,,,
349,"7800007771353",ibuprofeno 600mg,1,1,,,,
350,"7800007649126",loratadina 10mg,1,1,,,,
351,paracetamol,paracetamol 500mg,1,1,,,,
352,"7800028000357",migranol tableta,1,1,,"2",,
353,pastillacarbon,pastilla carbon,1,1,,,,
354,butonadu,buton adultos,1,1,,,,
355,"7802575131294",pasta corta codos parma 400g (kgs),1,1,,,,
356,"7622201776664","goma de mascar trident sabor menta 8,5g",6,1,,"3",,
357,"7898591457814",tubos geles dulces sabor frutas silvestres y crema acidos 80g,6,1,,,,
358,"7908228801917",tubos geles dulces sabor uva 80g,6,1,,,,
359,"7898591453106",tubos geles dulces sabor  tuti fruti acida 80g,6,1,,,,
360,"719503030123",mayonesa mavesa 445gr,1,1,,,,
361,"038000138416",papas pringles original  tarro rojo 5.2 oz,1,1,,,,
362,"7591072005855",Diablitos underwood 54gr,1,1,,,,
